book_key,title,author,pages,average_rating,published_date
2496883,"El águila en el desierto (Quinto Licinio Cato, #7)",Simon Scarrow,569.0,4.0,2006.0
1694009,Handbag Mafia,Chanel Jones,44.0,5.0,2013.0
1010795,Over His Knee (Part Eleven),Hannah Ford,21.0,5.0,
202997,Dieter Lumpen,Jorge Zentner,264.0,3.0,2014.0
2547432,Flesh and Excess: On Underground Film,Jack Sargeant,256.0,4.0,
824135,Past Perfect: A Novel,Danielle Steel,304.0,4.0,2017.0
912427,"Dagwacht (Nachtwacht, #2)",Sergei Lukyanenko,351.0,3.0,2000.0
1800555,Behind the Attic Wall,Sylvia Cassedy,320.0,4.16923076923077,1982.0
679793,Flood of Lies: The St. Rita's Nursing Home Tragedy,James A. Cobb Jr.,320.0,3.8,2013.0
700427,The Man Who Never Was (Oxford Paperbacks),Ewen Montagu,148.0,3.83333333333333,1953.0
1854685,Serenity: No Power in the 'Verse (Serenity: Firefly Class 03-K64),Chris Roberson,152.0,4.66666666666667,2017.0
2220096,The Increasingly United States: How and Why American Political Behavior Nationalized (Chicago Studies in American Politics),Daniel J. Hopkins,304.0,4.0,
633889,Oh My Goddess! Vol. 13: Childhood's End,Kosuke Fujishima,216.0,5.0,1996.0
2261058,El Chile que viene (Spanish Edition),Axel Kaiser,143.0,3.5,
1526068,"Weird, Scary and Unusual: Haunted Histories and Mind-blowing Mysteries",Publications International,272.0,4.0,
2099800,Eternal Knight (The Orb Book 1),Matt Heppe,308.0,4.0,2011.0
2602359,Remarkable by Lizzie K. Foley(2002-01-01),Lizzie K. Foley,0.0,3.5,
1207410,Spectral Realms No. 3,S.T. Joshi,155.0,5.0,2015.0
430250,Worth More Than Rubies: A Regency Holiday Novella,Grace Burrowes,162.0,4.66666666666667,2023.0
2424743,Firebrat,Nancy Willard,120.0,5.0,1988.0
2150090,The McCullagh Inn in Maine,Jen McLaughlin,4.0,3.9,2016.0
1525351,Diario de la guerra de España,Mikhail Efimovich Koltsov,704.0,4.0,2009.0
858450,Singing Home the Bones,Gregory Scofield,104.0,5.0,2006.0
90039,"Memories and Matchsticks (The Sam and Bump Misadventures, #1)",N. Gemini Sasson,,4.7,2014.0
466021,"Complete Preludes, Books 1 and 2 (Dover Classical Piano Music)",Claude Debussy,128.0,4.5,1989.0
1723100,"Der Kuss des Dämons (Dawn & Julien, #1)",Lynn Raven,336.0,3.80952380952381,2007.0
2434240,Turning Point: A History of Early A.A.'s Spiritual Roots and Successes,Dick B.,776.0,5.0,1997.0
1910538,Homo sovieticus. Roman.,Alexander Sinowjew,0.0,4.0,
2336370,Damia,Anne McCaffrey,,3.0,1991.0
2548458,Tão Perto (Homens de Roterdã Livro 1),Márcia Lima,444.0,3.0,2015.0
1776934,El Principito: Edición oficial (Spanish Edition),Antoine de Saint-Exupéry,112.0,5.0,1943.0
2027113,L'argumentation (Les essentiels d'Hermès) (French Edition),Nicole d' Almeida,132.0,2.0,2011.0
2177248,Zeeboerin,Anne Lichthart,128.0,5.0,
2200101,"Ghosts (Magic Tree House Research Guide, #20)",Mary Pope Osborne,128.0,4.6,2009.0
1076298,"Aires, aigües i llocs / Jurament",Hippocrates,120.0,4.0,
1279330,El cumpleaños de Barrigón: Cantando aprendo a hablar (Spanish Edition),AÍDA POHLHAMMER,17.0,3.0,
1252771,Light in the Darkness,Mark A. Roeder,286.0,5.0,2017.0
598447,A Cidade e as Serras,Eça de Queirós,244.0,4.0,1901.0
1919617,Sacrifice: The Mars Frontier Series Book 6,Paul Rix,504.0,5.0,
1401076,Superman contre CE2,Catherine Missonnier,,3.0,1994.0
784161,"La Cena del Cordero: La Misa, el Cielo en la Tierra",Scott Hahn,208.0,4.6,1999.0
982072,"Love Displayed (Pure Sin Trilogy, #2)",Thetta James,,5.0,
2219467,Sex in the gym: An erotic adventure (Sex in the ...),Jessica Laberinto,16.0,2.0,
1875003,The Anatomy of Fascism,Robert O. Paxton,336.0,4.28985507246377,2004.0
207691,Little Galoshes,Kathryn Jackson,40.0,2.0,
2313113,Bottom Bitch Rises,Racquel Williams,220.0,5.0,2013.0
490980,Robinson Crusoe,Daniel Defoe,334.0,3.0,1719.0
2584437,In the Frame (Candlestick Historical Mysteries Book 6),R.A. Wallace,286.0,5.0,
2139285,No Dead Time,Brian McLachlan,136.0,1.0,2004.0
1424331,"Справа про чорну ропу (Розшукове бюро Ореста Лінинського, #1)",Наталя Тисовська,288.0,5.0,
861113,Rozciąganie odprężone,Pavel Tsatsouline,148.0,4.0,2001.0
1798191,Emotions: Confront the Lies. Conquer with Truth.,Charles F. Stanley,305.0,4.5,2013.0
1520251,Ruthless Pursuits (The Italian Billionaire #1),Michelle Love,65.0,5.0,2015.0
1174484,La perra de tres patas de la señora Petrovna,Andrea  Bennett,416.0,2.0,2015.0
205837,"Enshadowed (Nevermore, #2)",Kelly Creagh,429.0,4.05504587155963,2012.0
746778,"The Searchers: Five Rebels, Their Dream of a Different Britain, and Their Many Enemies",Andy Beckett,532.0,5.0,2024.0
557382,"Their Vicious Darling (Vicious Lost Boys, #3)",Nikki St. Crowe,,3.33333333333333,2022.0
1304373,"Van Richten's Guide to Ravenloft  (Dungeons & Dragons, 5th Edition)",Wizards of the Coast,256.0,4.0,2021.0
921598,Feelin' Pine (Black Timber Peak Mountain Men),Brynn Hale,90.0,4.0,
816514,Sea (The Huntress Trilogy #1),Sarah Driver,336.0,4.25,2017.0
628001,La extraordinaria familia Appenzell,Benjamin Lacombe,80.0,4.75,2020.0
1919018,En bragas y a lo loco (Spanish Edition),Yanira Garcia,400.0,4.0,
1035860,Dominican Republica & Haiti (LONELY PLANET COUNTRY GUIDE),Paul Clammer,376.0,4.0,1999.0
1102164,The Way,Kristen Wolf,368.0,3.5,2011.0
1814221,The Terrible Old Man,H.P. Lovecraft,88.0,3.26315789473684,1921.0
2546353,Off The Line,Chris  Reilly,335.0,3.33333333333333,
1623969,"Obsidiana Negra (Obsidiana, #1)",Victoria Quinn,344.0,3.0,
1930323,Shemlan: A Deadly Tragedy,Alexander McNabb,244.0,4.0,2013.0
616004,Dolce Italiano: Desserts from the Babbo Kitchen,Gina DePalma,384.0,3.5,2007.0
941899,Speaking of the dead,Chelsea Tolman,236.0,4.0,2018.0
1793025,The Theory of Money and Credit,Ludwig von Mises,322.0,5.0,1912.0
306390,STALKER: PIQUE-NIQUE AU BORD DU CHEMIN (PRESENCE DU FUTUR GRANDE DIFFUSION),Arkady Strugatsky,214.0,4.0,1972.0
211090,O Bando do Mar,Joana M. Lopes & Wojtek Stachyra,53.0,5.0,
1423311,"S&M III, Vol. II (Scott & Mariana)",Vera Roberts,300.0,5.0,2012.0
1166342,العقيدة الطحاوية: شرح وتعليق,أبو جعفر الطحاوي,48.0,5.0,933.0
841929,السرقات والاقتباس في السينما,محمود قاسم,250.0,4.0,2021.0
246079,The Scarlet Contessa,Jeanne Kalogridis,455.0,4.15555555555556,2010.0
925439,Patrik Hedström 3 Book Collection Set,Camilla Läckberg,,4.33333333333333,2012.0
100937,O dia em que perdemos o amor,Javier Castillo,342.0,3.66666666666667,2018.0
2067442,On a Sea of Glass: The Life & Loss of the RMS Titanic,Tad Fitch,464.0,4.66666666666667,2012.0
1614736,Melissa comes home,Mildred Krentel,160.0,5.0,1972.0
2087020,"Pangeea, toamna",Răzvan T. Coloja,132.0,4.0,
2514308,"Land of the Blindfolded, Vol. 3 (Land of the Blindfolded, #3)",Sakura Tsukuba,198.0,5.0,2000.0
385459,Bleed For Me,Reverie Hargrove,178.0,3.55555555555556,
1412777,Tree Thieves: Crime and Survival in North America's Woods (David Suzuki Institute),Lyndsie Bourgon,273.0,3.0,2022.0
1591854,나미야 잡화점의 기적,Keigo Higashino,456.0,4.875,
1234116,The Marriage Auction,Audrey Carlan,,5.0,
364184,Shatter me. La trilogia,Tahereh Mafi,902.0,4.34090909090909,
2116828,Mille origines,Charif Majdalani,237.0,4.0,
1640367,Giovanni and The Camino of St. Francis,James F. Twyman,172.0,4.5,2019.0
2364515,المواقف والمخاطبات,محمد بن عبد الجبار النفري,218.0,2.0,1996.0
1690898,"El sobrino del mago (Las crónicas de Narnia, #1)",C.S. Lewis,251.0,3.85714285714286,1955.0
1526598,"See, Think, Draw: An Easy Guide to Realistic Drawing and Beyond",Scott Maier,160.0,4.0,
164609,El cuadro de mando integral: The balanced scorecard,Robert S. Kaplan,384.0,4.0,1996.0
2550718,The Porcelain Doll,Theresa Dodaro,366.0,5.0,
767401,In Search of Duende,Federico García Lorca,113.0,5.0,1933.0
214222,The Whispering Skull,Jonathan Stroud,424.0,4.5,2014.0
2460276,"Los fresones rojos (Moisés Guzmán, #2)",Esteban Navarro Soriano,190.0,5.0,2012.0
1297413,The Names They Were Given,Krista Mathews,296.0,5.0,2014.0
1810971,Actor Billionaire Daddy (Billionaire Daddy #5),S.E. Riley,83.0,3.0,
2409661,Minor Feelings: A Reckoning on Race and the Asian Condition,Cathy Park Hong,224.0,4.33333333333333,2020.0
1950263,La terra è tua compagna,J. Patrick Lewis,35.0,5.0,
1955564,"Easter, the Krewe and Another Large White Rabbit (Krewe of Hunters #30.4)",Heather    Graham,44.0,3.0,2020.0
1239877,The Rays and Initiations,Alice A. Bailey,820.0,5.0,1960.0
1337136,OTTO: PROMETIDA AO SUBCHEFE (Máfia In Ergänzung Livro 3) (Portuguese Edition),Jaque Axt,257.0,5.0,
2599599,Dancing Bears: True Stories about Longing for the Old Days,Witold Szabłowski,256.0,2.0,2014.0
637489,Shot in Darkness (In Darkness #4),Heather Sunseri,120.0,5.0,2017.0
482571,Åtta månader,Magnus Montelius,450.0,4.0,2019.0
801136,War das jetzt rassistisch?: 22 Anti-Rassismus-Tipps für den Alltag,Black Voices,240.0,3.5,2022.0
2311864,بازگشت به رام الله,Mourid Barghouti,220.0,3.0,1997.0
1874738,Henry & Me,Sasha Clinton,240.0,4.0,
305240,Crystal Meth Addiction: An Essential Guide to Understanding Meth Addiction and Helping a Crystal Meth Addict Before It's Too Late,Brent Lewiki,27.0,3.0,2015.0
289016,Anchoring,Steven Holl,172.0,3.0,1996.0
1576305,"Grim Girl (Reaper Files, #1)",Nicky Graves,255.0,4.33333333333333,
283350,Le storie di Giufà,Francesca Maria Corrao,200.0,4.0,2001.0
925225,Csutak és a szürke ló,Iván Mándy,,1.0,
1884489,"Разкази и истории, които ще докоснат сърцето ви",Various,288.0,4.0,
1125327,Slaying Leviathan: Limited Government and Resistance in the Christian Tradition,Glenn S. Sunshine,192.0,4.5,
2533922,Electronic Alarm Circuits Manl,R.M. Marston,160.0,4.0,
422043,Urdesh: The Magister and the Martyr (Urdesh #2),Matthew Farrer,400.0,5.0,2021.0
1776975,"Rose (Rose, #1)",Holly Webb,240.0,5.0,2009.0
2075095,"Shiver - Borzongás (Mercy Falls farkasai, #1)",Maggie Stiefvater,328.0,5.0,2009.0
2233964,It's Hard to Dribble with Your Feet (Sports Illustrated Kids Victory School Superstars),Val Priebe,58.0,4.5,2010.0
2255051,A Daughter's Secret (Sullivan Family Saga #2),Anne Bennett,608.0,4.0,2008.0
106951,The Arcane Artist (Chronicles of Anna Atticus Stone Book 2),Sever Bronny,824.0,4.75,
2442387,The Holy Spirit,Charles C. Ryrie,126.0,4.0,1965.0
2422073,Listening to Your Life: Daily Meditations with Frederick Buechner,Frederick Buechner,384.0,4.31428571428571,1992.0
100717,Conversations with God : An Uncommon Dialogue Book 1,Neale Donald Walsch,211.0,5.0,1995.0
2128106,Boy's Club,Matt Furie,180.0,2.8,2016.0
1253110,Le templier m'a dit (French Edition),Patricia Darré,147.0,2.0,
1960796,Mediterranean Instant Pot Cookbook: Simple and Delicious Instant Pot Recipes For Beginners on Mediterranean Diet (Stocking Stuffers For Adults Book 1),Ariana Duncan,106.0,5.0,
771765,Ruthless Kings of Carnage (Leighton Royals University #1),Madison Kingsley,742.0,3.71428571428571,
897034,La trinità bantu,Max Lobe,176.0,3.0,2014.0
679970,Aura,Carlos Fuentes,72.0,4.0,1962.0
1365406,이건 명백한 사기결혼이다,Park Haedam,107.0,4.0,
1573539,Brice (Jewel of the Highlands Book 5),Rebecca Ratliff,198.0,4.0,
1036364,Hunter (Boston Belles #1),L.J. Shen,459.0,4.0,2020.0
2271669,Shockwave,Paul Ruditis,256.0,4.0,2002.0
1857344,Los muebles del mundo,Ricardo Menéndez Salmón,272.0,3.0,
1150173,Spanish Siesta (Flying into Love #2),C.F. White,259.0,5.0,2022.0
747424,The Lost Orphan,Stacey Halls,336.0,3.88888888888889,2020.0
2364847,Sällsynt kloka varelser,Shelby Van Pelt,368.0,3.79310344827586,2022.0
2303312,Cum fac dragoste taurii,Sergiu Someşan,173.0,5.0,
1342062,Steps to Christ,Ellen Gould White,68.0,5.0,1892.0
322432,رابونزل (الحكايات المحبوبة),Ladybird Books,51.0,4.0,1981.0
734753,Mästerdetektiven Blomkvist,Astrid Lindgren,160.0,4.0,1946.0
439719,Thin Air,Richard K. Morgan,628.0,4.0,2018.0
165343,Misafir,Nermin Yıldırım,332.0,4.30769230769231,2018.0
848923,ひよ恋 7 [Hiyokoi 7],Moe Yukimaru,176.0,4.47058823529412,2012.0
531763,"H'zim (How the Aliens Were Won, #7)",Honey Phillips,179.0,4.3,2024.0
908460,Live Before You Die: Wake up to God’s Will for Your Life,Daniel Kolenda,256.0,5.0,2012.0
535868,Parfit: A Philosopher and His Mission to Save Morality,David Edmonds,408.0,3.66666666666667,2024.0
1901999,Wickford High The Revelation,Karen Fuller,0.0,5.0,2010.0
2226906,"Blood Sources 102 (Academy of Vampire Heirs, #2)",Ginna Moran,352.0,5.0,
1018442,Meleklerle Yaşamak El Kitabı,Beki İkala Erikli,,2.0,2011.0
670955,Scritti corsari,Pier Paolo Pasolini,252.0,4.15,1975.0
2580105,Cambridge Igcse Environmental Management Key Stage 4 Revision Guide,Gary Skinner,0.0,4.0,2014.0
177200,The Body Next Door,Maia Chance,384.0,3.21212121212121,2024.0
1540871,The Adventures Of Pinocchio: With Original illustrations Annotated Classic edition,Carlo Collodi,237.0,5.0,1883.0
213073,"Memaws and Murder (Witches of Keyhole Lake, #18)",Tegan Maher,170.0,4.5,
1821038,"Hello, I Must Be Going",Christie Hodgen,320.0,5.0,2006.0
1327798,Doomsday: A Remy Jones Adventure,Heather Elizabeth King,231.0,5.0,
988024,"Conan the Unconquered (Conan, #3)",Robert Jordan,288.0,3.0,1983.0
1471374,Schampus für alle: ALDI eine deutsche Geschichte (German Edition),Guido Knopp,322.0,5.0,
1710402,The Cowboy Daddy Hero (The Winchester Cowboys Series Book 1),Janalyn Knight,206.0,4.33333333333333,2024.0
2271531,Conflicting Sanity,John Toker,172.0,3.0,2005.0
520786,Rising: How to Thrive as a Corporate Executive While Staying True to Yourself,Kelly V. Hopping,192.0,5.0,
2436875,"Never Never (Never Never, #1-3)",Colleen Hoover,392.0,5.0,2016.0
813971,Hope Is Swift,NOT A BOOK,,4.33333333333333,2019.0
1567276,Rewire Your Brain 2.0: Five Healthy Factors to a Better Life,John B. Arden,304.0,3.0,
354569,Islamic State: Rewriting History,Michael Griffin,202.0,4.0,2015.0
2004726,On Leadership: Lessons for the 21st Century,Tony Blair,368.0,4.0,
1032546,"Colton's Salvation (Demented Sons MC, #1)",Kristine Allen,292.0,4.75,2017.0
285508,"Ms America and the Offing on Oahu (Beauty Queen Mystery, #1)",Diana Dempsey,298.0,4.0,2011.0
1286882,"L'occhio del mondo (La Ruota del Tempo, #1)",Robert Jordan,736.0,4.5,1990.0
104007,My Home Hero 5,Naoki Yamakawa,192.0,5.0,2018.0
2030243,"A Cold Creek Reunion (Cowboys of Cold Creek, #10)",RaeAnne Thayne,288.0,4.0,2012.0
1191007,Freya and the Magic Stars,Thomas Little and Amy Little,35.0,5.0,
168723,"The Diamond Age: Or, a Young Lady's Illustrated Primer",Neal Stephenson,499.0,4.1908077994429,1995.0
2170901,Tess dei d'Urberville,Thomas Hardy,464.0,4.0,1891.0
688588,We Have Always Lived in the Castle,Shirley Jackson,146.0,3.92978417266187,1962.0
811502,A Global History of History,Daniel R. Woolf,598.0,4.0,2011.0
622237,The Nurture Assumption: Why Children Turn Out the Way They Do,Judith Rich Harris,462.0,4.2,1998.0
2201702,The Wesson Rebels MC Series (Complete Box Set),Shyla Colt,474.0,5.0,
2288945,दो कदम और सही,Rahat Indori,262.0,4.5,
1666798,Billionaire Forbidden Desires,Zoey Appleton,594.0,4.0,2023.0
1148207,"Taken and Filled Up by Brutal Stranger — XXX Forbidden Filthy Menage Rough Adult Taboo Erotic Stories Compilation: Group Fantasy, Vampire, Group Shared, Soft Dominant, Reverse Harem, Shared, Dominate",Kenna Jaskolski,,5.0,
563146,"Darren & Eli: A Reverse Harem, Billionaire, BWWM Romance (Members From Money Season 2 Book 133)",Katie Dowe,390.0,4.5,
834082,Murder by Invite: An Edna Davies Mystery (Edna Davies Mysteries Book 8),Suzanne   Young,257.0,5.0,
2244486,சீவக சிந்தாமணி (Seevaga Sinthamani),திருத்தக்க தேவர்,256.0,4.0,
1453927,"Badasses: The Legend of Snake, Foo, Dr. Death, and John Madden's Oakland Raiders",Peter Richmond,358.0,4.08333333333333,
1292925,The Other Side of the Bridge,Mary Lawson,370.0,4.44444444444444,2006.0
2230670,Pepija. Pepija apmetas uz dzīvi un citi komiksi,Astrid Lindgren,,4.0,1959.0
614168,"Shipstar (Bowl of Heaven, #2)",Gregory Benford,416.0,4.125,2014.0
1302699,Writing Flash: How to Craft and Publish Flash Fiction for a Booming Market,Fred  White,153.0,4.0,
1564410,Showing A Real Thug Love 2,Vee Bryant,124.0,5.0,
1955984,Fear of Clowns A Horror Anthology: Coulrophobia Stories,Kenneth W. Cain,354.0,4.0,
405887,Taken On Board: A White Wife Surrenders To Her Big Black Lust,Leah Jenkins,109.0,5.0,
986381,"The Hollow Heart (Forgotten Gods, #2)",Marie Rutkoski,304.0,3.0,2021.0
2201116,Creer en la historia,François Hartog,336.0,3.0,2013.0
795441,"Magnolias and Murder (Witches of Keyhole Lake, 16)",Tegan Maher,159.0,4.625,2023.0
1244666,The Wastelands of Oz,Kasey Hill,568.0,5.0,2016.0
725304,"A Year at the Races: Reflections on Horses, Humans, Love, Money, and Luck",Jane Smiley,304.0,4.09090909090909,2004.0
2311346,The Catholic Warrior,Robert Abel,139.0,5.0,2003.0
33309,"Benvenuti in Accademia (Tales from the Shadowhunter Academy, #1)",Cassandra Clare,44.0,4.33333333333333,2015.0
592822,Clinical Cardiology Made Ridiculously Simple,Michael A. Chizner,358.0,4.0,2004.0
1676201,Hersenschimmen,J. Bernlef,160.0,2.0,1984.0
1106548,Manhunt: The Ten-Year Search for Bin Laden from 9/11 to Abbottabad,Peter L. Bergen,400.0,4.75,2012.0
1673771,Ostatni serwer,Jakub K. Dębski,24.0,4.0,2016.0
2214119,Around the Table: Recipes and Inspiration for Gatherings Throughout the Year,Martina McBride,453.0,5.0,2014.0
919351,"Bloodline (Wars of the Roses, #3)",Conn Iggulden,489.0,5.0,2015.0
283686,The Conservative Mind: From Burke to Eliot,Russell Kirk,566.0,5.0,1953.0
502157,Stalker. Pícnic extraterrestre,Arkady Strugatsky,312.0,3.5,1972.0
690856,"Return to 20, 000 Leagues Under the Sea",Steve Barlow,352.0,4.6,2011.0
1356321,Bıçak (Harry Hole #12),Jo Nesbø,592.0,4.66666666666667,2019.0
193129,O Médico e o Monstro,Robert Louis Stevenson,190.0,4.0,1886.0
70307,Becoming Family,Mary Head,271.0,5.0,
800614,Ritme: op zoek naar een terugkerende tijd,Marli Huijer,206.0,3.5,2011.0
9915,南怀瑾系列：人生无真相【南怀瑾讲中国智慧：读得懂、学得会、用得上的传统文化，助你在剧变时代看清大势、成事成才！】 (Chinese Edition),南怀瑾,185.0,5.0,
1987649,To Murder a Saint (Saint Mysteries #1),Nicole Loughan,78.0,2.0,2013.0
185337,At Heaven's Gates,Sunil Gangopadhyay,164.0,4.0,
409791,The Investors Guide to Growing Wealth in Self Storage: The Step-By-Step Playbook for Turning a Real Estate Asset Into a Thriving Self Storage Business,A.J. Osborne,186.0,4.0,
588417,"I Survived the Destruction of Pompeii, AD 79: The Graphic Novel (I Survived Graphic Novels #10)",Lauren Tarshis,0.0,4.14285714285714,
277617,مجموع الفتاوى,ابن تيمية,9272.0,5.0,1997.0
1728010,"Eldest (Inheritance, #2)",Christopher Paolini,844.0,4.0,2005.0
960772,Refining the Body With Fire (From Cellar to Throne: Zen's Quest for Immortality #1),En Chi Jie Tuo,241.0,5.0,
2096865,The Inferno,Dante Alighieri,,4.66666666666667,1320.0
1665311,"Fool of Main Beach (Love in Laguna, #5)",Tara Lain,274.0,4.33333333333333,2017.0
727641,The Surprising Rebirth of Belief in God: Why New Atheism Grew Old and Secular Thinkers Are Considering Christianity Again,Justin Brierley,259.0,4.66666666666667,
1583773,Една тайна витае във въздуха (Магическата аптека #1),Anna Ruhe,264.0,4.75,2018.0
236336,A Spark of Light,Jodi Picoult,381.0,3.85268817204301,2018.0
703294,"Lord of Chaos (The Wheel of Time, #6)",Robert Jordan,1049.0,4.45357142857143,1994.0
2596741,Steve Jobs,Walter Isaacson,742.0,4.0,2011.0
1869358,Air Base Attacks and Defensive Counters: Historical Lessons and Future Challenges,Alan J. Vick,100.0,5.0,
2337583,Il cielo rubato,Andrea Camilleri,111.0,3.0,2009.0
1718122,"Inselliebe auf Sylt (Inselträume auf Sylt, #1)",Julia K. Rodeit,305.0,4.0,
1412414,Charged: The New Movement to Transform American Prosecution and End Mass Incarceration,Emily Bazelon,448.0,4.29166666666667,2019.0
1720355,Students of the Order,Edward W. Robertson,690.0,4.4,
363521,"Adrian Mole: The Prostrate Years (Adrian Mole, #8)",Sue Townsend,432.0,4.5,2009.0
2434613,When Secrets Come to Light: A novel of love and tangled friendships,George Hopkins,307.0,5.0,
58499,"Новая карта мира: Энергетические ресурсы, меняющийся климат и столкновение наций",Daniel Yergin,444.0,3.66666666666667,2020.0
1661126,الجريمة والعقاب,ديستوفيسكي,627.0,4.0,1866.0
1038218,Lobo,Manuel Cerdán,376.0,3.0,2003.0
757265,"Legally Mine (Spitfire, #2)",Nicole  French,385.0,4.0,2017.0
2087429,De terechtstelling,Val McDermid,441.0,5.0,1998.0
680635,"Powers, Weakness, and the Tabernacling of God",Marva J. Dawn,186.0,5.0,2001.0
2116110,Jolly Time Books: Dark Shadows (Storytime #18),Karen S. McGowan,32.0,3.0,
1964555,Double Cross: Deception Techniques in War,Paul B. Janeczko,256.0,3.0,
1017039,High School Musical 3: Making Memories,Walt Disney Company,24.0,3.5,2008.0
164875,A Journey to the Center of the Earth,Jules Verne,288.0,5.0,1864.0
2166580,The Summer My Life Began,Shannon Greenland,256.0,2.0,2012.0
1413923,Call It What You Want,Alissa DeRogatis,258.0,3.75,2023.0
208826,Handling a nošení dětí,Vanda Schreierová,124.0,5.0,
1735445,The Great Gatsby,F. Scott Fitzgerald,258.0,4.28571428571429,1925.0
427864,"Moje ptaki, zwierzaki i krewni (Trylogia z Korfu, #2)",Gerald Durrell,251.0,4.0,1969.0
1194231,"The Birth of Biopolitics: Lectures at the Collège de France, 1978-1979",Michel Foucault,368.0,4.34615384615385,2004.0
1741550,The Confessor's Wife,Kelly  Evans,370.0,4.44444444444444,
948204,Artilugios del Placer: Antología de Candentes Relatos,Carmen Solís,92.0,5.0,2021.0
76748,My Abuelita,Tony Johnston,32.0,3.5,2009.0
1702052,"No Bad Days (Fisher Brothers, #1)",J. Sterling,,3.66666666666667,2017.0
1375948,Shores of Change (Shores of Sunset Cove #4),Kel Summers,159.0,5.0,
2468330,La prison est-elle obsolète ?,Angela Y. Davis,154.0,4.5,2003.0
866399,Hidden Hunter (The Night Vigil),Mark Peterson,,1.0,
2192609,عصفور المقهى,سوزان عليوان,,3.0,1994.0
2120040,The Galactiad,Gregory Kern,128.0,1.0,1983.0
1362666,101 Erotic Romance Story Starters Volume 2 (101 Romance Story Starters),Annette Elton,24.0,5.0,2014.0
1232361,The Missing Pieces of Me,Amelia Mandeville,336.0,4.0,
2152608,Appetite for Life: The Biography of Julia Child,Noël Riley Fitch,0.0,5.0,1997.0
2420918,"Japanese Battleships, 1897-1945: A Photographic Archive",R.A. Burt,167.0,5.0,2015.0
363975,Lesser Apocalypses,Bayard Godsave,135.0,5.0,2012.0
934880,Pamietnik,Nicholas Sparks,256.0,4.66666666666667,1996.0
1276840,"How To Roast Everything: A Game-Changing Guide to Building Flavor in Meat, Vegetables, and More",America's Test Kitchen,416.0,2.0,
1267832,Dešimt,Ugnė Barauskaitė,227.0,5.0,2005.0
842893,"Mein Freund, der Husky",Christopher  Ross,256.0,4.5,2008.0
482955,The Special Air Service,Philip Warner,320.0,3.0,
2063525,رعب دانويتش,H.P. Lovecraft,128.0,3.0,1929.0
314979,Criminal Law - Developed for Law School Exams and the Multistate Bar,AudioOutlines,0.0,3.0,
1156199,Songs Of Us,Emma   Cooper,432.0,3.375,2018.0
2497176,Gli scellerati,Frédéric Dard,192.0,3.0,1959.0
250291,"Ein dänisches Verbrechen (Gitte Madsen, #1)",Frida Gronover,382.0,5.0,2018.0
197324,"Dry Spell (Sweet Escape, #1)",Mia London,220.0,4.0,2018.0
771113,Passing and the Fictions of Identity (New Americanists),Elaine K. Ginsberg,312.0,3.5,1996.0
2320273,Gunthar- Lord of the Black Throne,Steve Dilks,100.0,5.0,2023.0
1536921,Forget Me? Not,Darlene Gardner,161.0,3.0,2000.0
946854,Coastal Cruising Made Easy,American Sailing Association,176.0,5.0,
2452980,Life in the United Kingdom: A Guide for New Residents,Home Office,180.0,3.75,2013.0
64000,Billionaire's Secret Baby,Eva Luxe,177.0,1.0,
2081137,"A Negotiated Marriage (Convenient Marriages, #1)",Noelle  Adams,193.0,4.0,2013.0
63606,Stranger,Ben H. Winters,2.0,3.27777777777778,
932144,Der chinesische Verräter,Adam Brookes,402.0,5.0,2014.0
951772,Stonecoat (AIR),Amanda Booloodian,142.0,3.0,2017.0
2365569,Russia and the Golden Horde: The Mongol Impact on Medieval Russian History,Charles J. Halperin,192.0,4.5,1985.0
1265092,I full galopp (Flisan #2),Pia Hagmar,122.0,3.0,2004.0
1133974,"Saga of the Swamp Thing, Book Two",Alan             Moore,216.0,3.0,1985.0
1985657,Trots en Vooroordeel,Jane Austen,352.0,4.0,1813.0
206375,Jedno życzenie,Nicholas Sparks,448.0,4.27777777777778,2021.0
514407,Vino in Vo,Chrisy Krueger,320.0,3.0,2007.0
2336613,La tinta del corazón,Merche Diolch,298.0,5.0,
1403979,The Atomic City Girls,Janet Beard,384.0,3.9375,2018.0
1240490,Sweet Nothings,Sefryana Khairil,314.0,3.45454545454545,2012.0
49739,The Girl from Berlin,Ronald H. Balson,384.0,4.5,2018.0
60150,Her Big Fat Foxy Billionaire Best Friend (Billionaire #2),Victorine E. Lieske,220.0,5.0,2017.0
987782,"The Night Has Claws (The Magdeburg Trilogy, #2)",Kat Kruger,280.0,5.0,2013.0
629649,Az aranykor fénykora,Zsófi Kemény,276.0,3.0,2022.0
369953,The Chosen: 40 Days with Jesus,Amanda Jenkins,176.0,5.0,
131900,Gorgeous Misery (Creeping Beautiful #3),J.A. Huss,362.0,4.0,2022.0
296690,"All Just Glass (Den of Shadows, #7)",Amelia Atwater-Rhodes,256.0,4.0,2010.0
1288667,Daisy Jones & The Six,Taylor Jenkins Reid,18.0,3.75,2019.0
2564886,Red Team Development and Operations: A practical guide,Joe Vest,334.0,4.0,
177337,حاج مم‌جعفر در پاريس,Iraj Pezeshkzad,266.0,3.0,1954.0
2376475,Texas! Trilogy,Sandra       Brown,600.0,4.8,1991.0
52316,"On Her Majesty's Occult Service (Laundry Files, #1-2)",Charles Stross,562.0,4.3,2007.0
